age,years_employed,annual_income,credit_score,debt_to_income_ratio,num_existing_loans,previous_defaults,loan_amount,loan_term_months,loan_purpose,avg_monthly_balance,months_as_customer,default
26,1,15000.0,426,0.07,0,0,9500.0,24,education,100.0,34,0
36,13,25900.0,504,0.08,0,0,5500.0,36,personal,404.5,27,0
52,11,40100.0,565,0.35,2,0,17000.0,24,debt_consolidation,1331.88,25,0
44,7,47700.0,503,0.4,4,0,18000.0,60,home_improvement,1690.55,15,0
36,2,15000.0,606,0.33,0,0,17000.0,48,debt_consolidation,186.5,52,0
46,5,46300.0,651,0.25,1,1,29500.0,24,personal,1165.79,160,0
42,13,20400.0,446,0.3,0,0,20000.0,36,personal,202.57,150,0
51,20,39200.0,547,0.4,2,0,15000.0,60,personal,477.88,50,0
38,11,30500.0,527,0.25,1,0,18000.0,12,home_improvement,968.81,63,0
30,6,15000.0,457,0.27,3,0,10500.0,36,business,293.66,83,0
57,8,23100.0,555,0.31,0,0,5000.0,36,business,858.16,147,0
49,16,34700.0,460,0.26,1,1,8500.0,48,home_improvement,1679.91,42,0
28,1,15000.0,429,0.46,1,0,5000.0,12,debt_consolidation,542.09,52,0
29,0,31000.0,422,0.45,3,1,5000.0,36,personal,1488.64,56,0
34,4,38100.0,560,0.2,1,1,22500.0,60,debt_consolidation,729.79,24,0
26,2,15000.0,508,0.46,2,0,5000.0,36,business,217.46,14,0
47,9,22500.0,535,0.4,1,1,8000.0,60,debt_consolidation,664.22,116,0
43,16,44800.0,513,0.04,0,1,10500.0,12,personal,1681.28,103,0
33,1,29500.0,546,0.47,4,0,5000.0,60,debt_consolidation,829.91,46,0
24,2,23800.0,497,0.25,0,0,20500.0,60,debt_consolidation,328.95,46,0
50,10,26300.0,463,0.18,1,0,12500.0,12,home_improvement,594.7,92,0
41,3,46900.0,555,0.25,1,0,5000.0,48,home_improvement,2505.18,1,0
50,19,34500.0,543,0.2,1,1,8500.0,24,debt_consolidation,318.28,153,0
44,13,53900.0,546,0.32,2,0,16500.0,36,home_improvement,1057.25,28,0
34,8,33500.0,471,0.36,3,1,15500.0,24,business,929.32,60,0
43,14,34900.0,449,0.33,2,0,13000.0,48,debt_consolidation,557.61,43,0
37,2,17900.0,564,0.33,2,0,9000.0,24,home_improvement,321.19,100,0
44,1,21100.0,429,0.32,3,1,16500.0,24,personal,577.23,144,1
57,11,62300.0,535,0.22,3,0,23500.0,36,personal,762.68,51,0
39,6,75200.0,459,0.5,4,0,30000.0,48,business,1455.23,108,0
42,2,18300.0,518,0.24,1,1,5000.0,12,home_improvement,181.22,103,0
39,10,21500.0,540,0.23,2,1,5000.0,12,education,674.53,88,0
27,1,15000.0,437,0.16,1,1,5000.0,48,home_improvement,413.64,35,0
25,3,15000.0,413,0.19,0,0,7500.0,24,debt_consolidation,430.1,36,0
55,10,35700.0,618,0.44,4,0,5000.0,12,personal,929.37,186,0
43,1,20900.0,528,0.3,0,0,17000.0,36,personal,873.35,69,0
41,7,34400.0,497,0.42,2,0,8500.0,48,debt_consolidation,695.05,100,0
34,10,22600.0,505,0.16,2,0,6000.0,12,education,841.22,74,0
38,6,27300.0,533,0.37,3,0,5000.0,12,personal,253.69,37,0
47,17,84600.0,597,0.07,1,0,19500.0,36,personal,3173.1,90,0
29,4,18800.0,486,0.19,0,0,5000.0,60,debt_consolidation,220.81,41,0
56,21,30500.0,500,0.19,1,0,5000.0,24,debt_consolidation,1070.71,18,0
39,7,47600.0,515,0.28,1,1,17000.0,48,education,1572.97,12,0
46,25,71700.0,761,0.24,3,0,13500.0,12,home_improvement,714.76,44,0
28,5,23300.0,396,0.32,1,0,5000.0,48,business,1128.88,60,0
44,17,38700.0,503,0.22,1,1,24500.0,12,home_improvement,1323.94,86,0
30,3,17400.0,474,0.17,0,0,11500.0,48,debt_consolidation,218.36,37,0
29,3,22100.0,459,0.14,1,0,13000.0,36,debt_consolidation,893.13,38,0
22,1,25100.0,502,0.47,2,1,16000.0,48,personal,352.31,11,1
28,2,15000.0,438,0.18,0,1,5000.0,36,education,222.0,94,0
41,14,29900.0,449,0.24,1,0,17500.0,12,personal,1340.11,100,0
50,21,51700.0,492,0.37,1,0,20000.0,48,home_improvement,1084.09,133,0
36,10,34400.0,465,0.31,1,0,10500.0,36,personal,741.31,38,0
29,4,20200.0,454,0.49,1,0,15500.0,24,personal,648.8,52,0
48,10,15000.0,519,0.38,1,1,9500.0,12,personal,585.01,153,0
39,3,15000.0,502,0.18,1,1,8500.0,24,personal,391.75,123,0
41,12,19100.0,631,0.36,0,0,5000.0,12,personal,133.26,53,0
27,3,16000.0,496,0.13,0,0,20000.0,48,personal,135.84,35,0
42,8,18300.0,505,0.25,1,0,5500.0,48,personal,101.36,78,0
25,3,39700.0,531,0.16,0,0,21500.0,24,debt_consolidation,1127.14,23,0
29,10,28200.0,365,0.22,2,1,5000.0,36,home_improvement,585.78,25,0
36,9,34400.0,439,0.34,1,0,5000.0,12,debt_consolidation,1113.04,80,1
55,16,16100.0,628,0.2,0,0,5000.0,12,personal,393.86,35,0
30,3,21700.0,541,0.24,0,0,5000.0,60,personal,1182.11,52,0
36,6,29900.0,426,0.37,3,0,5000.0,60,personal,993.07,20,0
55,12,20200.0,453,0.33,1,0,20500.0,12,personal,861.13,72,0
55,16,34200.0,493,0.4,1,0,12500.0,12,home_improvement,544.79,209,0
41,14,33600.0,555,0.39,2,0,17500.0,48,home_improvement,1451.38,82,0
35,8,32900.0,434,0.4,1,0,25500.0,36,debt_consolidation,538.2,73,0
27,5,25900.0,512,0.19,0,0,10500.0,24,personal,179.69,33,0
34,11,48900.0,494,0.13,1,0,15500.0,12,business,2452.46,52,0
35,7,37000.0,592,0.38,2,1,5000.0,60,home_improvement,1767.36,44,0
28,4,16200.0,426,0.26,1,0,9500.0,12,personal,761.01,14,1
36,8,22200.0,405,0.22,1,0,17500.0,60,personal,515.14,9,0
50,13,74500.0,537,0.14,1,0,6500.0,60,personal,3399.01,127,0
39,9,16800.0,566,0.35,3,0,7000.0,24,home_improvement,376.81,76,0
40,12,45000.0,625,0.31,2,0,16000.0,48,business,1699.75,77,0
49,15,42100.0,567,0.57,5,0,11000.0,36,debt_consolidation,303.19,22,0
34,2,17700.0,522,0.31,4,0,5000.0,12,business,527.07,56,0
62,24,29000.0,577,0.15,1,0,22000.0,12,business,952.29,241,0
44,20,34100.0,536,0.28,3,0,11500.0,24,debt_consolidation,271.54,148,0
36,5,25400.0,443,0.47,1,0,14000.0,48,personal,843.67,63,0
50,4,30200.0,505,0.32,1,0,12500.0,12,personal,842.96,27,0
57,32,62500.0,618,0.37,3,1,9000.0,24,home_improvement,334.03,101,0
45,10,68100.0,603,0.45,3,0,10500.0,12,debt_consolidation,980.87,163,0
43,4,26600.0,437,0.43,0,0,5000.0,24,home_improvement,703.54,97,0
46,12,36200.0,542,0.37,1,0,8000.0,24,business,1763.08,111,0
58,14,115400.0,575,0.3,1,0,24000.0,24,business,1500.98,187,0
64,10,23100.0,583,0.27,2,1,23500.0,48,debt_consolidation,591.62,126,0
41,8,24100.0,484,0.43,1,0,5000.0,24,home_improvement,151.99,28,0
31,1,23600.0,503,0.41,1,2,12000.0,36,home_improvement,959.21,38,0
62,18,32300.0,561,0.33,1,0,5000.0,24,personal,944.77,238,0
36,7,34300.0,380,0.19,1,1,14000.0,24,home_improvement,1305.84,21,0
44,11,30900.0,443,0.34,2,0,20500.0,36,home_improvement,359.42,50,0
39,12,54000.0,543,0.2,0,0,25500.0,24,personal,1258.8,20,0
44,8,36400.0,612,0.49,2,0,17000.0,24,business,967.0,38,0
52,12,38600.0,618,0.34,4,0,9500.0,60,home_improvement,235.23,23,0
49,11,44200.0,516,0.38,1,1,32500.0,12,debt_consolidation,993.33,43,0
29,6,20300.0,515,0.22,0,1,8000.0,12,home_improvement,490.25,56,0
38,11,36600.0,430,0.25,1,1,9000.0,12,home_improvement,927.48,113,0
30,5,39600.0,494,0.19,1,0,9500.0,24,personal,506.23,46,0
38,6,17100.0,482,0.17,0,1,9000.0,36,personal,155.38,87,0
41,8,28800.0,574,0.19,0,0,5000.0,24,personal,1066.72,89,0
47,15,33500.0,537,0.22,2,0,10500.0,12,home_improvement,533.84,143,0
26,1,26600.0,506,0.22,2,0,7500.0,36,personal,704.92,21,0
56,16,60300.0,532,0.31,3,0,20000.0,12,debt_consolidation,2051.45,214,0
55,14,51300.0,510,0.34,4,0,18500.0,24,personal,1391.19,52,0
34,6,45900.0,570,0.24,3,0,21500.0,48,personal,1586.58,102,0
39,13,36900.0,524,0.23,3,0,5000.0,12,home_improvement,1628.4,98,0
36,5,16700.0,594,0.41,2,0,5000.0,24,personal,472.52,17,0
42,6,18900.0,521,0.29,0,0,8500.0,60,personal,561.39,163,0
39,7,38100.0,444,0.24,2,0,9500.0,60,debt_consolidation,1272.79,73,0
49,13,34200.0,501,0.24,2,0,7500.0,36,personal,841.27,60,0
60,18,53500.0,620,0.32,3,0,5500.0,12,debt_consolidation,2649.78,197,0
34,2,17200.0,388,0.41,2,0,5000.0,12,debt_consolidation,348.93,49,0
38,2,15000.0,460,0.22,1,0,13500.0,12,home_improvement,109.25,35,0
52,7,36700.0,532,0.34,1,0,8500.0,12,debt_consolidation,1666.2,161,0
61,15,35800.0,518,0.25,2,0,12500.0,24,home_improvement,1109.85,25,0
36,9,47600.0,577,0.17,1,0,18500.0,24,debt_consolidation,136.86,105,0
55,14,53400.0,542,0.3,2,0,17000.0,48,business,1332.09,16,0
27,4,54100.0,422,0.46,4,0,10000.0,48,debt_consolidation,2237.39,33,1
55,16,27400.0,634,0.4,2,0,5500.0,24,debt_consolidation,389.6,146,0
28,2,28300.0,522,0.24,1,0,6000.0,48,debt_consolidation,259.23,67,0
28,7,23500.0,458,0.28,0,0,9000.0,36,business,663.03,67,0
47,11,27400.0,580,0.4,3,0,5000.0,24,personal,547.29,210,0
41,20,28700.0,575,0.38,0,0,5000.0,36,business,563.73,37,0
31,4,18500.0,525,0.35,1,0,11500.0,60,education,139.12,27,0
51,10,26400.0,542,0.2,1,0,14500.0,24,home_improvement,369.83,126,0
54,16,74100.0,626,0.14,1,0,24500.0,24,home_improvement,2474.18,30,0
44,13,65300.0,533,0.12,1,1,15000.0,24,debt_consolidation,715.02,163,0
41,6,19000.0,507,0.4,2,0,6000.0,24,personal,439.79,105,0
33,7,30500.0,481,0.13,0,0,20500.0,48,business,271.35,78,0
29,7,17200.0,466,0.49,1,0,9000.0,12,personal,198.89,15,0
24,4,28200.0,441,0.29,1,0,5000.0,24,debt_consolidation,768.36,23,0
43,15,66200.0,550,0.1,1,1,11500.0,48,business,2537.59,87,0
26,1,29800.0,493,0.18,0,0,18500.0,36,education,1390.81,29,0
31,9,43600.0,459,0.19,2,0,24000.0,48,education,1101.33,73,0
36,10,21400.0,382,0.17,0,0,5000.0,12,debt_consolidation,413.56,96,0
31,5,22200.0,477,0.37,2,0,5000.0,12,home_improvement,763.22,57,1
35,2,19100.0,509,0.1,0,1,11500.0,48,personal,771.22,46,0
49,9,25100.0,543,0.21,2,0,5000.0,48,home_improvement,472.31,92,0
51,24,70300.0,593,0.18,2,0,24000.0,12,home_improvement,1698.04,128,0
31,2,24600.0,489,0.19,0,0,11500.0,12,personal,165.41,34,0
39,4,39400.0,511,0.27,0,0,6500.0,12,business,890.68,32,0
27,1,15000.0,501,0.15,0,1,5000.0,60,home_improvement,532.06,33,0
52,7,27500.0,560,0.38,3,0,11000.0,24,business,903.51,163,0
33,5,27400.0,515,0.25,0,0,5000.0,36,personal,1200.61,79,0
31,5,21500.0,579,0.26,1,0,8500.0,24,home_improvement,741.67,9,0
30,2,31300.0,552,0.09,0,0,9000.0,36,education,384.4,14,0
54,11,35900.0,466,0.3,0,0,15500.0,36,debt_consolidation,203.93,132,0
26,4,15000.0,429,0.14,0,1,5000.0,12,personal,351.36,27,0
36,14,47900.0,470,0.25,0,1,20500.0,24,personal,1963.8,86,1
58,22,30900.0,529,0.46,2,0,5000.0,12,personal,873.76,41,0
53,18,42900.0,548,0.24,2,2,12000.0,48,personal,1966.23,65,0
43,15,70000.0,698,0.28,1,0,28500.0,12,debt_consolidation,367.89,60,0
41,16,26400.0,402,0.14,0,0,10000.0,24,home_improvement,491.3,132,0
37,3,29800.0,519,0.19,2,0,9000.0,12,home_improvement,1140.86,43,0
45,3,15000.0,471,0.4,2,1,5000.0,24,home_improvement,663.17,57,0
54,18,28000.0,531,0.16,1,0,20500.0,24,business,639.35,126,0
55,5,32900.0,513,0.4,1,0,5000.0,24,personal,754.43,55,0
28,4,15000.0,498,0.2,0,0,8000.0,24,personal,521.91,8,0
39,13,23900.0,476,0.24,0,0,16000.0,12,personal,454.08,104,0
35,9,22900.0,418,0.05,0,0,8000.0,24,education,1001.44,60,0
26,4,19500.0,485,0.27,1,0,17000.0,12,personal,377.09,26,0
41,3,46000.0,619,0.32,1,0,5000.0,12,education,2130.82,31,0
50,10,70900.0,644,0.31,4,0,20500.0,36,debt_consolidation,2632.85,25,0
43,8,43400.0,483,0.24,0,1,7000.0,12,personal,1525.88,78,0
49,24,34400.0,533,0.32,1,0,13500.0,24,business,1268.21,122,0
53,14,44400.0,627,0.26,1,0,18000.0,12,personal,1979.78,246,0
57,9,32200.0,557,0.27,0,0,24000.0,12,education,360.93,49,0
36,1,27000.0,465,0.34,1,1,5000.0,48,personal,452.5,16,0
42,15,69400.0,613,0.41,1,0,9500.0,12,debt_consolidation,1709.09,74,0
54,19,23500.0,506,0.34,0,0,8500.0,24,home_improvement,952.74,136,0
49,13,65800.0,609,0.18,2,0,19500.0,60,home_improvement,1908.08,69,0
54,5,26500.0,570,0.08,0,0,10000.0,48,home_improvement,1021.12,56,0
31,3,46700.0,376,0.26,0,0,18500.0,48,home_improvement,732.96,56,0
54,24,42900.0,724,0.6,3,0,11000.0,36,personal,100.0,48,0
48,14,32800.0,624,0.26,1,0,6500.0,12,business,1040.74,48,0
33,6,21800.0,414,0.3,1,0,12000.0,36,personal,844.56,40,0
26,6,27300.0,595,0.31,0,0,26000.0,48,personal,665.75,37,0
27,4,67900.0,543,0.11,1,0,21500.0,48,business,3487.55,44,0
44,0,15000.0,540,0.37,1,0,5000.0,24,debt_consolidation,442.92,93,0
50,17,37700.0,533,0.23,3,1,12000.0,12,debt_consolidation,670.88,41,0
24,1,23800.0,300,0.24,0,0,5000.0,48,home_improvement,201.85,27,0
31,10,15000.0,512,0.38,1,0,15500.0,60,home_improvement,108.04,4,0
35,7,24200.0,511,0.32,1,0,5000.0,36,debt_consolidation,618.54,43,0
42,11,19400.0,640,0.08,0,0,5000.0,12,debt_consolidation,322.26,121,0
41,12,54000.0,627,0.17,1,0,18500.0,60,business,1423.3,17,0
37,16,21700.0,561,0.24,0,0,5000.0,24,home_improvement,353.5,48,0
60,26,58000.0,443,0.19,3,0,26000.0,24,personal,2969.18,139,0
37,2,25900.0,398,0.13,1,1,9500.0,60,personal,472.62,108,0
26,1,19200.0,551,0.12,0,0,17500.0,60,education,362.2,7,0
35,5,15000.0,460,0.18,0,0,5000.0,60,home_improvement,306.54,99,0
33,3,15000.0,444,0.17,0,0,15000.0,48,personal,242.07,67,0
26,3,17600.0,509,0.34,3,0,11000.0,48,personal,100.0,4,0
25,3,21100.0,514,0.26,1,1,5000.0,24,home_improvement,361.25,98,0
52,8,27800.0,627,0.27,3,0,7000.0,36,education,261.23,89,0
56,10,20500.0,561,0.23,0,0,25500.0,12,home_improvement,100.0,176,0
43,8,21800.0,515,0.27,1,1,13000.0,48,business,709.66,26,0
50,7,78100.0,561,0.3,3,0,6500.0,12,home_improvement,934.79,143,0
35,14,34400.0,669,0.39,1,0,9000.0,48,home_improvement,1108.57,87,0
50,5,28500.0,499,0.25,2,0,15000.0,60,business,741.09,176,0
47,7,30100.0,484,0.29,1,0,10500.0,24,home_improvement,762.89,136,0
36,10,53900.0,424,0.13,1,0,9000.0,48,education,1314.02,109,0
64,5,29000.0,598,0.1,0,0,14500.0,24,home_improvement,1129.47,360,0
40,7,35100.0,622,0.09,0,0,20000.0,36,home_improvement,1202.27,111,0
39,9,35300.0,666,0.44,1,0,5000.0,48,home_improvement,1325.07,25,0
41,14,43800.0,572,0.33,0,1,40500.0,60,personal,1085.41,99,0
53,23,54500.0,593,0.09,1,1,14500.0,24,education,2082.33,122,0
46,6,39300.0,535,0.31,2,0,16000.0,48,business,1019.36,36,0
45,6,61300.0,483,0.5,2,1,24500.0,36,education,933.84,79,0
49,3,23500.0,543,0.09,0,0,9000.0,36,home_improvement,216.37,116,0
37,11,15800.0,500,0.2,0,2,9000.0,24,business,111.07,47,0
27,8,25000.0,459,0.38,2,0,5000.0,12,debt_consolidation,1034.96,31,0
41,13,19500.0,543,0.34,1,0,5000.0,24,home_improvement,410.39,115,0
46,11,27100.0,517,0.27,2,0,10000.0,12,debt_consolidation,1355.53,25,0
32,4,29800.0,487,0.46,1,0,5000.0,36,personal,795.38,65,0
42,6,31700.0,648,0.25,2,0,13000.0,60,personal,359.36,92,0
32,13,20700.0,474,0.54,3,0,5000.0,48,home_improvement,688.74,41,0
40,13,62500.0,479,0.62,5,2,26500.0,36,education,1311.6,49,0
46,8,17000.0,517,0.39,1,0,5000.0,60,education,143.1,66,0
34,4,28900.0,449,0.52,4,0,16500.0,12,education,450.33,45,0
42,4,26600.0,522,0.31,3,0,5000.0,48,personal,539.99,107,0
35,7,21700.0,566,0.33,2,0,5000.0,24,debt_consolidation,157.14,106,0
53,2,20600.0,474,0.34,3,0,11500.0,12,debt_consolidation,289.41,83,0
47,19,39200.0,514,0.39,1,0,23000.0,36,personal,544.81,125,0
45,14,64000.0,445,0.57,4,1,35000.0,60,business,2842.13,107,1
33,4,15000.0,531,0.57,2,0,9000.0,36,personal,385.35,45,0
29,2,18800.0,559,0.21,1,0,16500.0,12,debt_consolidation,370.1,29,0
55,4,27800.0,381,0.4,1,0,14500.0,12,home_improvement,833.63,131,0
38,4,29100.0,566,0.2,0,0,10000.0,60,home_improvement,303.75,57,0
41,14,31500.0,541,0.45,2,0,10500.0,36,personal,254.67,145,0
42,14,24400.0,509,0.27,0,0,15000.0,36,home_improvement,100.0,73,0
56,15,42400.0,557,0.27,4,0,6500.0,48,education,947.94,67,0
39,10,28800.0,585,0.16,1,0,5000.0,24,education,433.54,82,0
51,6,34500.0,525,0.23,0,0,8500.0,24,debt_consolidation,758.47,174,0
34,10,25900.0,415,0.37,1,0,30000.0,24,home_improvement,906.02,60,0
49,24,48100.0,605,0.44,2,0,15500.0,48,personal,775.96,56,0
36,10,51100.0,605,0.1,1,0,19500.0,12,personal,1465.37,26,0
36,12,27000.0,408,0.28,0,0,5000.0,24,personal,191.3,55,0
30,6,49500.0,591,0.22,0,0,9500.0,24,home_improvement,798.12,75,0
38,5,15000.0,499,0.33,1,1,5000.0,12,personal,484.8,89,0
57,14,35600.0,559,0.28,3,0,6000.0,24,business,779.97,159,0
29,2,31900.0,508,0.16,0,0,5000.0,12,personal,1163.14,63,0
55,11,20400.0,510,0.21,2,0,6000.0,36,education,308.31,131,0
38,0,18300.0,494,0.2,1,2,5000.0,12,personal,352.01,97,0
48,16,33200.0,648,0.45,2,0,5000.0,48,business,1330.66,143,0
28,1,15000.0,477,0.25,0,1,5000.0,60,home_improvement,100.0,20,0
46,24,34200.0,607,0.32,0,0,13000.0,60,personal,1531.05,88,0
43,16,24400.0,478,0.36,1,0,5500.0,24,personal,430.69,63,0
44,5,40600.0,579,0.38,3,0,5000.0,12,home_improvement,1278.51,132,0
32,2,47200.0,570,0.18,1,0,12500.0,24,home_improvement,1433.94,18,0
41,11,25400.0,465,0.19,1,0,5000.0,12,personal,1158.83,43,0
47,18,30600.0,433,0.18,0,1,7000.0,60,personal,1119.91,103,0
47,20,42000.0,526,0.2,1,0,5000.0,24,business,520.83,120,0
48,20,29300.0,613,0.48,2,0,13500.0,12,personal,1170.03,249,0
27,6,33200.0,583,0.14,1,0,18500.0,24,debt_consolidation,853.07,56,0
44,6,22100.0,472,0.2,2,0,10000.0,24,business,759.0,118,0
51,2,35800.0,659,0.17,1,0,18000.0,24,home_improvement,586.65,153,0
44,11,18400.0,423,0.34,3,0,15000.0,60,personal,100.0,65,0
28,3,38300.0,528,0.46,2,0,13000.0,12,personal,723.17,62,0
37,11,27100.0,503,0.2,0,0,24000.0,36,business,1364.62,114,0
28,4,18600.0,526,0.25,0,0,5000.0,24,business,376.24,40,0
37,1,25000.0,451,0.14,1,0,5000.0,24,home_improvement,353.27,155,0
24,2,31800.0,559,0.11,0,0,15000.0,12,personal,390.89,39,0
33,2,26900.0,554,0.16,1,0,13500.0,36,personal,1222.0,10,0
48,9,32400.0,472,0.08,0,0,11000.0,24,personal,1352.71,139,0
36,3,23000.0,475,0.31,1,0,9000.0,36,personal,618.6,35,0
59,14,84400.0,556,0.29,3,0,37000.0,60,business,2426.59,16,0
54,13,33500.0,573,0.33,1,0,12000.0,12,home_improvement,872.39,72,0
34,4,39100.0,605,0.35,2,0,5000.0,24,education,1946.96,59,0
25,2,44200.0,666,0.2,0,0,8000.0,24,personal,1466.91,23,0
39,8,15000.0,640,0.61,4,0,14000.0,12,home_improvement,342.17,72,0
45,13,40800.0,427,0.3,2,0,5000.0,48,debt_consolidation,1360.8,46,0
41,8,30300.0,440,0.37,0,0,5000.0,12,debt_consolidation,947.3,100,0
35,15,54600.0,470,0.18,0,0,9500.0,24,debt_consolidation,517.23,101,0
30,4,38900.0,393,0.27,1,0,7000.0,12,business,574.42,78,0
29,2,31600.0,460,0.14,0,0,11000.0,48,personal,427.74,66,0
38,6,19200.0,519,0.28,1,0,5000.0,24,home_improvement,208.78,36,0
42,8,30900.0,515,0.27,3,1,33500.0,36,home_improvement,667.61,71,0
27,0,15000.0,581,0.48,2,1,5000.0,12,home_improvement,837.75,33,1
48,14,18300.0,516,0.44,2,0,15500.0,12,education,439.87,72,0
36,4,21700.0,505,0.18,1,0,11000.0,12,personal,736.19,74,0
34,2,18100.0,475,0.42,1,1,5000.0,12,personal,503.77,67,1
42,10,15000.0,548,0.06,0,0,5000.0,36,debt_consolidation,669.86,20,0
54,2,33500.0,499,0.28,1,0,26000.0,36,education,125.05,36,0
50,4,24500.0,492,0.24,0,0,5000.0,12,debt_consolidation,813.96,86,0
45,8,52900.0,617,0.22,1,0,22500.0,48,home_improvement,1411.99,52,0
36,4,34200.0,465,0.24,1,0,17000.0,36,business,849.12,55,0
64,16,44000.0,647,0.15,1,0,30500.0,48,home_improvement,1368.29,94,0
31,3,15600.0,546,0.21,1,0,5000.0,48,debt_consolidation,717.57,145,0
44,13,20700.0,502,0.18,0,0,5000.0,12,personal,408.37,119,0
37,9,51600.0,527,0.26,0,0,16000.0,24,personal,379.91,11,0
58,7,34700.0,619,0.47,4,0,26000.0,60,home_improvement,935.38,164,0
37,4,25400.0,645,0.14,0,1,11000.0,36,business,561.78,18,0
31,2,29900.0,556,0.33,1,1,8500.0,24,personal,939.98,97,0
54,17,49000.0,552,0.42,2,0,20500.0,60,education,723.8,52,0
51,9,26900.0,526,0.33,0,0,9000.0,12,education,242.77,129,0
51,25,81800.0,495,0.2,2,1,21500.0,12,personal,3667.83,154,0
45,4,34400.0,573,0.19,2,0,11500.0,36,personal,1637.41,43,0
44,8,22900.0,365,0.37,1,0,8500.0,24,home_improvement,887.09,39,0
23,3,15000.0,495,0.31,0,2,5000.0,12,home_improvement,182.84,16,0
41,4,22600.0,551,0.34,0,0,18000.0,24,personal,620.96,129,0
33,8,47100.0,517,0.19,1,0,5000.0,48,education,767.96,44,0
22,1,30100.0,528,0.33,2,1,5000.0,12,home_improvement,581.37,46,0
57,11,26000.0,472,0.17,0,1,13000.0,24,home_improvement,631.33,194,0
46,4,26000.0,625,0.11,0,0,23000.0,60,debt_consolidation,703.82,124,0
28,5,24600.0,356,0.25,0,1,16000.0,48,debt_consolidation,268.62,67,1
44,3,31500.0,487,0.3,4,0,9500.0,36,personal,821.87,124,0
34,8,77000.0,467,0.23,2,0,29000.0,12,business,2782.33,50,0
47,5,42100.0,594,0.15,2,1,5000.0,12,education,903.15,126,0
43,3,24600.0,499,0.21,1,0,5000.0,48,personal,455.64,58,0
45,5,17500.0,451,0.15,1,0,9500.0,24,education,391.19,92,0
43,6,22300.0,535,0.4,0,0,16500.0,36,home_improvement,645.29,26,0
45,10,42700.0,516,0.39,3,0,12000.0,60,home_improvement,2195.36,100,0
68,19,26600.0,607,0.41,2,0,11000.0,12,debt_consolidation,366.08,112,0
44,7,32700.0,540,0.16,2,1,14000.0,60,home_improvement,1781.6,18,0
40,5,33500.0,473,0.21,2,1,8000.0,48,education,316.63,25,0
30,7,29600.0,458,0.29,2,0,7500.0,12,personal,1722.81,7,1
50,3,34600.0,484,0.12,1,0,17000.0,24,personal,943.66,154,0
52,9,28100.0,645,0.43,2,0,17500.0,48,business,1288.73,80,0
35,7,18500.0,484,0.17,0,0,5000.0,36,personal,657.25,61,0
26,1,34900.0,521,0.11,0,0,12000.0,12,home_improvement,1451.67,31,0
64,10,42900.0,484,0.16,0,0,9500.0,24,business,1087.83,123,0
35,10,19900.0,588,0.27,1,1,8500.0,60,business,1022.76,54,0
45,10,26700.0,609,0.43,1,0,5000.0,60,home_improvement,779.93,4,0
32,7,18900.0,478,0.31,3,0,5000.0,24,home_improvement,583.02,82,0
51,11,38900.0,500,0.29,1,0,9000.0,60,home_improvement,1317.91,52,0
24,1,27600.0,319,0.19,0,0,20500.0,36,home_improvement,413.4,14,0
35,5,19900.0,566,0.29,0,0,5000.0,48,debt_consolidation,100.0,37,0
51,20,57600.0,475,0.33,3,2,14000.0,36,education,1537.24,71,0
46,9,15000.0,644,0.11,0,0,8500.0,12,education,250.91,127,0
30,5,17100.0,566,0.1,0,0,8500.0,24,education,176.91,77,0
40,3,35900.0,537,0.25,1,0,12500.0,60,business,219.3,186,0
33,11,21600.0,403,0.31,1,0,5000.0,12,home_improvement,121.88,143,0
43,10,30800.0,541,0.28,1,0,13500.0,36,personal,497.21,118,0
43,10,20700.0,656,0.18,1,0,12500.0,60,home_improvement,610.32,91,0
64,13,36300.0,503,0.24,2,0,11500.0,60,personal,609.89,221,0
46,13,45300.0,591,0.35,3,0,18500.0,24,debt_consolidation,2592.97,135,0
40,2,15000.0,614,0.32,1,2,5000.0,12,personal,652.63,96,0
39,1,26600.0,513,0.29,3,0,13000.0,12,personal,845.01,57,0
55,14,43300.0,703,0.37,2,1,16000.0,12,personal,1015.19,104,0
43,8,28400.0,428,0.38,0,0,15500.0,12,home_improvement,935.76,22,0
42,3,15000.0,588,0.32,3,0,14500.0,24,home_improvement,479.42,81,0
42,14,29400.0,586,0.36,0,0,22500.0,48,personal,864.32,28,0
33,8,32800.0,407,0.2,1,0,25000.0,48,personal,835.93,38,0
41,12,25700.0,457,0.12,0,0,16500.0,36,personal,394.5,149,0
41,2,39800.0,512,0.51,1,0,19500.0,12,personal,724.74,95,0
24,4,24900.0,509,0.54,2,0,7000.0,12,education,830.52,37,0
47,13,17500.0,461,0.11,0,0,16000.0,48,personal,706.61,26,0
49,20,71300.0,640,0.36,2,0,15500.0,48,education,1578.74,50,0
37,3,25100.0,457,0.36,3,0,5000.0,60,home_improvement,1383.4,103,0
27,2,42500.0,476,0.3,1,0,13500.0,36,home_improvement,785.31,44,0
49,21,38500.0,475,0.36,4,0,5500.0,12,debt_consolidation,1945.07,36,0
56,15,82700.0,632,0.43,3,0,25500.0,24,business,1165.74,128,0
46,5,17500.0,447,0.38,2,0,7000.0,12,debt_consolidation,213.54,104,0
48,16,22200.0,434,0.25,2,0,19000.0,36,home_improvement,973.48,189,0
29,9,30400.0,530,0.16,0,0,12000.0,36,home_improvement,1785.25,54,0
